LC,522,RADETSKY MARCH,"STRAUSS, JOHANN","JOHNSON, STUART",1989,Concert Band,MISSING SCORE
LC,524,PEGASUS,"HALFERTY, FRANK",,1989,Concert Band,
EN,5,ST. LOUIS BLUES,"HANDY, W.C","HOLCOMBE, BILL",1990,WOODWIND QUINTET,"MISSING FLUTE, OBOE, BASSON"
EN,124,HYMNS FOR BRASS,TRADITIONAL,"WALTERS, RICK",1990,BRASS QUINTET,
EN,114,"FANCIES, TOYES AND DREAMS","FARNABY, GILES","HOWARTH, ELGAR",1991,BRASS QUINTET,
EN,127,ARMED FORCES SALUTE,TRADITIONAL,"VILLANUEVA, JARI A.",1991,BRASS QUINTET,MISSING SCORE
EN,137,ARMED FORCES SALUTE,VARIOUS,"VILLANUEVA, JARI",1991,BRASS QUINTET,MISSING SCORE
EN,166,RENAISSANCE DANCES,"SUSATO, TYLMAN","IVESON, JOHN",1991,BRASS QUINTET,
POP,7,AM I THE SAME GIRL,SWING OUT SISTER,,1992,POP/ROCK BAND,
EN,10,SELECTIONS FROM WATER MUSIC SUITE,"HANDEL, G.F.","HOLCOMBE, BILL",1992,WOODWIND QUINTET,
EN,106,QUINTET NO. 1,"EWALD, VICTOR","THOMAS, DAVID R.",1992,BRASS QUINTET,MISSING SCORE
EN,108,BEALE STREET BLUES,"HANDY, W.C.","HENDERSON, LUTHER",1992,BRASS QUINTET,
EN,123,"ETERNAL FATHER, STRONG TO SAVE",TRADITIONAL,"SCHUSTER, GORDON",1992,BRASS QUINTET,MISSING SCORE
EN,187,WE THREE KINGS,TRADITIONAL,"HOLCOMBE, BILL",1992,BRASS QUINTET,MISSING SCORE
EN,190,HALLELUJAH CHORUS,"HANDEL, G.F.","HOLCOMBE, BILL",1992,BRASS QUINTET,MISSING SCORE
EN,27,TIGER RAG,TRADITIONAL,"BERRY, JOHN",1993,LOW BRASS ENSEMBLE,
EN,125,EL CAPITAN,"SOUSA, JOHN PHILIP","VILLANUEVA, JARI A.",1993,BRASS QUINTET,MISSING SCORE
EN,134,SIMPLE GIFTS,TRADITIONAL,"VILLANUEVA, JARI",1993,BRASS QUINTET,
SB,332,EVIL WAYS,"HENRY, SONNY","HOLMES, ROGER",1993,Jazz Ensemble,
EN,18,TIGER RAG,TRADITIONAL,"HOLCOMBE, BILL",1994,WOODWIND QUINTET,MISSING CLARINET
EN,67,AMERICAN THE BEAUTIFUL,"WARD, SAMUEL ","EDELBROCK, DENNIS",1994,BRASS QUINTET,MISSING SCORE
EN,148,WOODWINDS IN THE SANCTUARY,VARIOUS,"CHILDS, EDWIN T.",1994,WOODWIND QUINTET,MISSING ALL PARTS (SCORE ONLY)
LC,523,SALUTE TO AMERICAN JAZZ,,"NESTICO, SAMMY",1994,Concert Band,
LC,525,"LION KING, THE   SOUND TRACK HIGHLIGHTS","JOHN, ELTON","CUSTER, CALVIN",1994,Concert Band,
EN,185,WE THREE KINGS,"HOPKINS, JOHN","GALE, JACK",1995,BRASS QUINTET,MISSING SCORE
EN,186,ANGELS WE HAVE HEARD ON HIGH,TRADITIONAL,"GALE, JACK",1995,BRASS QUINTET,MISSING SCORE
EN,191,IT CAME UPON A MIDNIGHT CLEAR,"WILLIS, RICHARD","GALE, JACK",1995,BRASS QUINTET,MISSING SCORE
EN,192,WHAT CHILD IS THIS,TRADITIONAL,"GALE, JACK",1995,BRASS QUINTET,MISSING SCORE
EN,193,O LITTLE TOWN OF BETHLEHEM,"REDNER, LEWIS","GALE, JACK",1995,BRASS QUINTET,MISSING SCORE
LC,277,FIFTEEN BACH CHORALES,"BACH, J.S","FRINK, GEORGE",1995,Concert Band,
EN,22,MISSION IMPOSSIBLE THEME,"SCHIFRIN, LALO","BERRY, JOHN",1996,LOW BRASS ENSEMBLE,
EN,75,GOIN' HOME,"DVORAK, ANTON","VILLANUEVA, JARI",1996,BRASS QUINTET,
EN,129,AMERICA THE BEAUTIFUL,"WARD, SAMUEL ","VILLANUEVA, JARI A.",1996,BRASS QUINTET,MISSING SCORE
EN,40,LASSUS TROMBONE,"FILLMORE, HENRY","CHRISTENSEN, JAMES",1997,LOW BRASS ENSEMBLE,
EN,57,SALVATION IS CREATED,"CHESNOKOV, PAVEL","HOLLAND, ROBERT",1997,TROMBONE QUARTET,
EN,120,QUINTET NO. 3,"EWALD, VICTOR","THOMAS, DAVID R.",1997,BRASS QUINTET,MISSING SCORE
EN,132,"THUNDERER, THE","SOUSA, JOHN PHILIP","VILLANUEVA, JARI",1997,BRASS QUINTET,MISSING SCORE
EN,147,SACRED QUARTETS FOR ALL,VARIOUS,"RYDEN, WILLIAM",1997,ANY 4 INSTRUMENTS,
EN,223,CANZONA,NELHYBEL,,1997,TUBA OCTET,
SB,339,FANTASY,"WHITE, MAURICE","TAYLOR, MARK",1997,JAZZ ENSEMBLE,
EN,6,THREE WONDERLAND RAGS,"RYDEN, WILLIAM",,1998,WOODWIND QUINTET,
EN,97,RHYTHM STUDIES FOR BRASS QUINTET,"JOHNS, MICHAEL",,1998,BRASS QUINTET,
EN,202,YESTERDAY,LENNON & MCCARTNEY,"WILLIS, ROB",1998,BRASS QUINTET,MISSING SCORE
EN,217,ALL YOU NEED IS LOVE,LENNON & MCCARTNEY,CANADIAN BRASS,1998,BRASS QUINTET,
EN,21,TROMBONES A-PLENTY,"POLLACK, LEW","CHRISTENSEN, JAMES",1999,LOW BRASS ENSEMBLE,
EN,23,"JUMP, JIVE AN' WAIL","PRIMA, LOUIS","MOORE, LARRY",1999,LOW BRASS ENSEMBLE,MISSING DRUMS
EN,41,GO DADDY-O,"MORRIS, SCOTTY","CHRISTENSEN, JAMES",1999,LOW BRASS ENSEMBLE,MISSING DRUMS
EN,44,JUMP SWING FEVER,"PRIMA, LOUIS","WASSON, JOHN",1999,BRASS QUINTET,MISSING HORN
EN,140,BRIDE'S SOLO FROM APPALACHIAN SPRING,"COPLAND, AARON","MORALES, ERIK",1999,BRASS QUINTET,
EN,142,SUNDAY TRAFFIC,"COPLAND, AARON","MORALES, ERIK",1999,BRASS QUINTET,
EN,144,POPULAR AMERICAN SONGS,VARIOUS,"NIEHAUS, LENNIE",1999,BRASS QUINTET,MISSING SCORE
EN,145,ENGLISH FOLK SONG SUITE,"WILLIAMS, RALPH VAUGHAN","VILLANUEVA, JARI",1999,BRASS QUINTET,
SB,352,MACK THE KNIFE,"WEILL, KURT","WOLPE, DAVE",1999,JAZZ ENSEMBLE,
EN,128,COLONEL BOGEY MARCH,"ALFORD, KENNETH","FRACKENPOHL, ARTHUR",2000,BRASS QUINTET,
EN,2,"BARBER OF SEVILLE, THE","ROSSINI, GIAOCCHINO ","HOLCOMBE, BILL",2001,WOODWIND QUINTET,
EN,45,ENTRY OF THE GADIATORS,FUCIK- LAURENDEAU,"HOLCOMBE, BILL",2001,TUBA QUARTET,
EN,48,MYTHS AND LEGENDS,"EWAZEN, ERIC",,2001,TROMBONE QUARTET,
EN,135,"CANADIAN BRASS CHRISTMAS CAROLS, THE",TRADITIONAL,"LARSON, LLOYD",2001,BRASS QUINTET,ONLY TROMBONE 2 AND PIANO
EN,177,IN THE HALL OF THE MOUNTAIN KING,"GRIEG, EDVARD","HALFERTY, FRANK",2001,BARTIONE-TUBA QUARTET,
EN,181,SILENT NIGHT,"GRUBER, FRANZ","ROSS, GREG",2001,SAX ENSEMBLE,
EN,26,THAT OLD BLACK MAGIC,"MERCER, JOHNNY","JARVIS, JEFF",2002,BARTIONE-TUBA QUARTET,
EN,59,A CENTENNIAL FANFARE,"ZDECHLIK, JOHN",,2002,BRASS CHOIR,
EN,178,BROOKLYN,YOUNG BLOOD BRASS BAND,"BLASKOWSKI, REESE",2003,BRASS QUINTET,
EN,219,SOUNDS OF CHRISTMAS,VARIOUS,"PETHEL, STAN",2003,MIXED ENSEMBLE,
SB,342,AN AMERICAN TRILOGY,VARIOUS,"HAYES, MARK",2003,JAZZ ENSEMBLE,
POP,8,BLACK HORSE AND CHERRY TREE,KT TUNSTALL,,2004,POP/ROCK BAND,
SB,344,MOONDANCE,"MORRISON, VAN","LOPEZ, VICTOR",2004,JAZZ ENSEMBLE,
EN,35,CONTRAPUNCTUS IX,"BACK, J.S","RAUCH, PETER",2005,TUBA QUARTET,
LC,302,SALUTE TO THE COLORS,"CACAVAS, JOHN",,2005,Concert Band,
LC,424,SABRE AND SPURS,"SOUSA, J.P.","FENNELL, FREDERICK",2005,Concert Band,
LC,609,LET FREEDOM RING,TRADITIONAL,"PLOYHAR, JAMES",2005,Concert Band,
EN,58,RADETZKY MARCH,"STRAUSS, JOHANN","SIMMONS, NIGEL",2006,TUBA ENSEMBLE,
EN,65,BELIEVE ME IF ALL THOSE ENDEARING YOUNG CHARMS,"MANTIA, SIMONE","HOWEY, HENRY",2006,BRASS QUINTET,MISSING TUBA SOLO
EN,68,FESTIVO,"CURNOW, JAMES",,2006,BRASS QUINTET,BRASS QUINTET WITH PERCUSSION
EN,98,THE CIRUS BEE,"FILLMORE, HENRY","WERDEN,DAVID",2006,BRASS QUINTET,
EN,227,BELWIN JAZZ COMBO COLLECTION,VARIOUS,"WOLPE, DAVE",2006,JAZZ ENSEMBLE,
EN,16,MARCH FROM SECOND SUITE IN F,"HOLST, GUSTAV","WERDEN,DAVID",2007,TUBA ENSEMBLE,
LC,150,DIXIELAND ON PARADE,"ANDERSON, LUTHER","BROWN, MICHAEL",2007,Concert Band,MISSING SCORE
EN,164,ESCAPE,"MCKEE,KEVIN",,2007,BRASS QUINTET,MISSING SCORE
EN,173,JUPITER CHORALE,"HOLST, GUSTAV","DEPAOLO, CHARLES",2007,BRASS QUINTET,
EN,218,DALLAS BRASS GROOVES,"WASSON, JOHN",,2007,BRASS QUINTET,WITH RHYTHM
LC,238,FOR OUR HEROES,"SILVA, ALAN",,2007,Concert Band,
SB,340,GET IT ON,"CHASE, BILL","LOPEZ, VICTOR",2007,JAZZ ENSEMBLE,
EN,167,WHEN THE SAINTS GO MARCHING IN,TRADITIONAL,"GALE, JACK",2008,BRASS QUINTET,
EN,170,SECOND SUITE IN F,"HOLST, GUSTAV","NOWAK, JERRY",2008,BRASS QUINTET,
EN,172,ENGLISH FOLK SONG SUITE,"WILLIAMS, RALPH VAUGHAN","VILLANUEVA, JARI",2008,BRASS QUINTET,
LC,371,AN EPIC EXPEDITION,"DEJONGE, RICK",,2008,Concert Band,
LC,620,A TRIBUTE TO THE ARMED SERVICES,VARIOUS,"LARSON, LLOYD",2008,Concert Band,
LC,17,AMERICAN FLOURISH,"SMITH, ROBERT",,2009,Concert Band,MISSING SCORE
LC,162,MYSTIC CALL,"KING, KARL","RHEA, TIMOTHY",2009,Concert Band,
EN ,25,SMOKE ON THE WATER,"BLACKMORE, RITCHIE","VINSON, JOHNNIE",2010,LOW BRASS ENSEMBLE,MISSING DRUMS
EN,28,SEVENTY SIX TROMBONES,"WILLSON, MEREDITH","CHRISTENSEN, JAMES",2010,LOW BRASS ENSEMBLE,
EN,175,SHENANDOAH,TRADITIONAL,"RIDENOUR, BRANDON",2010,BRASS QUINTET,
EN,176,SIMPLE GIFTS,TRADITIONAL,"HALFERTY, FRANK",2010,BRASS QUINTET,
LC,535,Fantasy on a Mountain Song,"Himes, William",,2010,Concert Band,
LC ,612,LET FREEDOM RING,TRADITIONAL,"BIERSCHENK, KENNY",2010,Concert Band,
MB,8,HABITS OF A SUCCESSFUL MUSICIAN,"RUSH,SCOTT","MOON,RICH",2011,BAND METHOD ,CHECKED OUT TO CONCERT BAND
LC,9,KICKIN' UP COUNTRY!,"NEECK, LARRY",,2011,Concert Band,MISSING SCORE
EN,110,GOD BLESS AMERICA,"BERLIN, IRVING","VINSON, JOHNNIE",2011,FLEX BAND,
SB,153,NO SPRING CHICKEN,"BERG, KRIS",,2011,JAZZ ENSEMBLE,
LC,610,SEE ROCK CITY,"KARRICK, BRANT",,2011,Concert Band,
LC,613,AN AMERICAN SPECTACULAR,TRADITIONAL,"SHARP, CHRIS",2011,Concert Band,
LC,618,BROWN EYED GIRL,"MORRISON, VAN","MURTHA, PAUL",2011,Concert Band,
LC ,622,LET THERE BE PEACE,"MILLER, SY & JACKSON, JILL","WAGNER, DOUGLAS",2011,Concert Band,
EN,168,BRASS ROMANCE (BAD ROMANCE),"GERMANOTTA, STEFANI","RIEDENOUR, BRANDON",2012,BRASS QUINTET,
LC,614,CHARLESTON CAPERS,"GREEN, GEORGE HAMILTON","MOYER, JAMES",2012,Concert Band,
LC,623,PIE IN THE FACE POLKA,"MANCINI, HENRY","VINSON, JOHNNIE",2012,Concert Band,
LC,624,LIGHTNING FINGERS,"FILLMORE, HENRY","FOSTER, ROBERT",2012,Concert Band,SOLO CLARINET WITH BAND
LC,217,SLIDIN' DOWN THE MISSISSIPPI,VARIOUS,"TAYLOR, CLIFTON",2013,Concert Band,
POP,1,UPTOWN FUNK,MARK RONSON,,2014,POP/ROCK BAND,
EN,169,GAME OF THRONES THEME SONG,"DJAWADI, RAMIN","LACHES, PAUL",2014,BRASS QUINTET,
LC,174,ERIC CLAPTON ON STAGE,"CLAPTON, ERIC","MURTHA, PAUL",2014,,
EN,183,UPTOWN FUNK,"RONSON, MARK","BLASKOWSKI, REESE",2014,BRASS QUINTET,BACKTRACK AVAILABLE
LC,615,A GERSHWIN TRIBUTE TO LOVE,"GERSHWIN, GEORGE","HEISINGER, BRENT",2014,Concert Band,
EN,220,ALL ABOUT THAT BASS,"TRAINOR, MEGHAN","CRENSHAW,CHRISTOPHER",2015,BRASS QUINTET,BRACKTRACK AVAILABLE
EN,224,RADIOACTIVE,IMAGINE DRAGONS,"BLASKOWSKI, REESE",2015,BRASS QUINTET,
EN,225,SOMEBODY TO LOVE,QUEEN,"BLASKOWSKI, REESE",2015,BRASS QUINTET,
EN,226,TAKE ON ME,A-HA,"LACHES, PAUL",2015,BRASS QUINTET,
LC,611,BONNIE BLUE FLAG,TRADITIONAL,"LACHES,PAUL",2015,Concert Band,
M,155,FUNERAL MARCH,"CHOPIN, F.","DE VILLE, PAUL",1891,,
MC,50,NATIONAL MELODIES  (VARIOUS TUNES),,,1893,Concert Band,
MC,99,JOY TO THE WORLD,,"BARNHOUSE, C.L.",1894,Concert Band,
MC,2,ARTIST'S LIFE (KUNSTLERLEBEN),"STRAUSS, JOH.","GREISSINGER, F.H.",1895,Concert Band,
M,20,UNDER THE DOUBLE EAGLE MARCH,"WAGNER, J.F.","LAURENDEAU, L.P.",1895,,
M,69,KING COTTON MARCH,"SOUSA, J.P.",,1895,,
M,186,S.I.B.A. MARCH,"HALL, R.B.",,1895,,
M,180,"STARS AND STRIPES FOREVER, THE","SOUSA, J.P.",,1897,,
LC,378,LOHENGRIN GRAND SELECTION,"WAGNER, RICHARD","TOBANI, THEO. M.",1898,Concert Band,
M,126,AT THE CROSS - FUNERAL MARCH,,"RIPLEY, W.S.",1899,,
M,126,THERE IS NO DEATH - DIRGE,,"RIPLEY, W.S.",1899,,
M,125,ANCHORS AWEIGH,"MILES, ALFRED H. & ZIMMERMANN, CHAS","YODER, PAUL",1907,,
MC,77,TWELVE AMERICAN SONGS,,"DEVILLE, PAUL",1908,Concert Band,
MC,77,MY OLD KENTUCKY HOME,"FOSTER, STEPHEN C.","DEVILLE, PAUL",1908,Concert Band,
MC,77,COME WHERE MY LOVE LIES DREAMING,"FOSTER, STEPHEN C.","DE VILLE, PAUL",1908,Concert Band,
MC,77,"JUST BEFORE THE BATTLE, MOTHER","ROOT, GEO. F.","DE VILLE, PAUL",1908,Concert Band,
MC,77,NELLIE WAS A LADY,"FOSTER, STEPHEN C.","DEVILLE, PAUL",1908,Concert Band,
MC,77,"VACANT CHAIR, THE","ROOT, GEO. F.","DE VILLE, PAUL",1908,Concert Band,
MC,77,DEAREST MAE,"CROSBY, L.V.H.","DE VILLE, PAUL",1908,Concert Band,
MC,77,OLD BLACK JOE,"FOSTER, STEPHEN C.","DE VILLE, PAUL",1908,Concert Band,
M,150,HIS EXCELLENCY MARCH,"FILLMORE, HENRY",,1909,,
M,79,STEIN SONG,FENSTAD AND COLCORD,"BROCKTON, LESTER",1910,,
SP,41,"NIGHT IN JUNE, A","KING, K.L.",,1912,,
M,49,MARCH OF THE MIGHTY,"HAYES, AL",,1912,,
LC,221,"FLYING DUTCHMAN OVERTURE, THE","WAGNER, RICHARD","LAURENDEAU, L. P.",1912,Concert Band,MISSING BASSOON; TIMPANI
LC,251,ZAMPA OVERTURE,"HEROLD, L.J.F.","SAFRANEK, V.F.",1912,Concert Band,MISSING 2ND ALTO
LC,18,SYMPHONIE PATHETIQUE (2ND & 4TH MVTS),"TCHAIKOVSKY, PETER","SAFRANEK, V. F.",1913,Concert Band,
LC,38,MARCHE MILITAIRE FRANCAISE,"SAINT-SAENS, C.","LAKE, M. L.",1913,Concert Band,
M,98,PASS IN REVIEW MARCH,"SAFRANEK, V.F.",,1913,,
M,208,"VEDETTE QUICK MARCH, THE","ALFORD, KENNETH J.",,1913,,
LC,344,ATLANTIS (THE LOST CONTINENT),"SAFRANEK, V.F.",,1913,Concert Band,
M,97,PRIDE OF ARIZONA MARCH,"KING, K.L.",,1914,,
M,158,GIPPSLAND MARCH,"LITHGOW, ALEX F.","LAKE, M.L.",1914,,
MC,37,LA VALSE QUE NOUS AIMONS,"VECSEY, ARMAND","DESHON, S.",1915,Concert Band,
MC,42,"MARCH OF THE TOYS - FROM ""BABES IN TOYLAND""","HERBERT, VICTOR","CRAY, ROBERT",1915,Concert Band,
M,62,MOTHER MACHREE,"OLCOTT, CHAUNCEY & BALL, ERNEST R.","TEAGUE, WILLIAM",1915,,
M,88,LASSUS TROMBONE,"FILLMORE, HENRY",,1915,,
LC,295,EURYANTHE OVERTURE,"WEBER, CARL MARIA von","SAFRANEK, V.F.",1915,Concert Band,
LC,381,ATLANTIC ZEPHYRS NOVELETTE,"SIMONS, GARDELL",,1915,Concert Band,
MC,14,"LANTERN MARRIAGE, THE","OFFENBACH, J.","LAKE, MAYHEW",1916,Concert Band,
MC,18,DOWN SOUTH (AMERICAN SKETCH),"MYDDLETON, W.H.",,1916,Concert Band,
SP,53,PACK UP YOUR TROUBLES IN YOUR OLD KIT-BAG,"POWELL, FELIX","CLARK, TOM",1916,,
M,142,HAIL! HAIL! THE GANG'S ALL HERE MARCH,,"LAKE, M.L.",1916,,
MC,22,"EMBRACEABLE YOU FROM ""GIRL CRAZY""","GERSHWIN, GEORGE","TEAGUE, WILLIAM",1917,Concert Band,
M,119,E PLURIBUS UNUM MARCH,"JEWELL, FRED",,1917,,
MC,4,APRIL SHOWERS,"SILVERS, LOUIS","TEAGUE, WILLIAM",1918,Concert Band,
LC,396,IRISH TUNE FROM COUNTY DERRY and SHEPARD'S HEY,"GRAINGER, PERCY A.",,1918,Concert Band,
MC,1,AMERICAN PATROL,"MEACHAM, F.W.",,1919,Concert Band,
M,7,OHIO DIVISION MARCH,"KING, K.L.",,1919,,
LC,450,CHILDREN'S MARCH - OVER THE HILLS AND FAR AWAY,"GRAINGER, PERCY A.","ERICKSON, FRANK",1919,Concert Band,
LC,99,IN A PERSIAN MARKET,"KETELBEY, ALBERT W.",,1920,Concert Band,
M,55,MEN OF OHIO MARCH,"FILLMORE, HENRY",,1921,,
MC,82,"CALIF OF BAGDAD OVERTURE, THE","BOIELDIEU, A.","LAKE, M.L.",1921,Concert Band,
LC,395,FIRST SUITE IN E FLAT,"HOLST, GUSTAV",,1921,Concert Band,
M,29,INDEPENDENTIA MARCH,"HALL, R.B.",,1922,,
LC,108,LIGHT CAVALRY,"SUPPE, FRANZ von","FILLMORE, HENRY",1922,Concert Band,
LC,124,"MORNING, NOON AND NIGHT IN VIENNA","SUPPE, FRANZ von","MOSES-TOBANI, THEO.",1922,Concert Band,MISSING 2ND FLUTE
M,166,"GALLANT SEVENTH MARCH, THE","SOUSA, J.P.",,1922,,
M,196,"CHIMES OF LIBERTY, THE","GOLDMAN, EDWIN FRANKO",,1922,,
SP,50,BUGLE CALL RAG - FOX TROT,"PETTIS, MEYERS, & SCHOEBEL","REDFIELD, WM.",1923,,
SP,76,MOURNFUL MAGGIE,"KING, K.L.",,1923,,
M,95,OUR DIRECTOR MARCH,"BIGELOW, F.E.","HILDRETH, R.E.",1923,,
M,99,PARADE OF THE WOODEN SOLDIERS,"JESSEL, LEON",,1923,,
M,184,SILVER JUBILEE MARCH,"FRADENECK, ALBERT A.",,1924,,
LC,198,SECOND HUNGARIAN RHAPSODY,"LISZT, FRANZ","MOSES-TOBANI, THEO.  OP. 329",1924,Concert Band,MISSING 1ST FLUTE
LC,331,EGMONT OVERTURE,"BEETHOVEN, L.","WINTERBOTTOM, FRANK",1924,Concert Band,
LC,410,ENGLISH FOLK SONG SUITE,"WILLIAMS, RALPH VAUGHAN",,1924,Concert Band,
LC,454,TOCCATA MARZIALE,"WILLIAMS, RALPH VAUGHAN",,1924,Concert Band,
SP,109,DINAH - FOX TROT,"AKST, HARRY","BAKER, WM.",1925,,
LC,10,BARBER OF SEVILLE,"ROSSINI, GIOACCHINO","LAKE, MATTHEW",1927,Concert Band,
LC,33,STRIKE UP THE BAND,"GERSHWIN, GEORGE","MOSS, LEONARD",1927,Concert Band,MISSING 1ST HORN
M,46,MANHATTAN BEACH MARCH,"SOUSA, J.P.",,1928,,
SP,29,SIBONEY,"LECUONA, ERNESTO","BENNETT, DAVE",1929,,
M,108,BLAZE AWAY! MARCH,"HOLZMANN, ABE","LEIDZEN, ERIK W.G.",1929,,
M,123,AMERICANS WE MARCH,"FILLMORE, HENRY",,1929,,
SB,250,Star Dust,"Carmichael, Hoagy","Wolpe, Dave",1929,Jazz Ensemble,
SB,46,MEAN TO ME,"AHLERT, FRED & TURK, ROY","MANTOOTH, FRANK",1957,JAZZ ENSEMBLE,
SP,9,"WALTZ YOU SAVED FOR ME, THE","KAHN,G., KING,W., & FLINDT,E.","SCHULZ, WILLIAM",1930,,
M,188,"STANDARD OF ST. GEORGE MARCH, THE","ALFORD, KENNETH J.",,1930,,
M,9,REMEMBRANCE OF COLONEL MINER MARCH,"ROSENKRANS, GEORGE",,1931,,
SP,69,LADY OF SPAIN,"EVANS, TOLCHARD","ST.CLAIR, FLOYD J.",1931,,
M,94,OFFICER OF THE DAY MARCH,"HALL, R.B.",,1931,,
LC,109,LADY OF SPAIN,"EVANS, TOLCHARD","HUNSBERGER, DONALD",1931,Concert Band,
SB,110,Georgia On My Mind,"Carmichael, Hoagy","Nestico, Sammy",1931,JAZZ ENSEMBLE,
SP,117,GOD SAVE THE QUEEN,,,1932,,
M,124,ALL AMERICA MARCH,"TAYLOR, J.S.",,1932,,
M,4,NATIONAL EMBLEM MARCH,"BAGLEY, E.E.",,1933,,NOT IN FILE CABINET
SP,7,THERE'S SOMETHING ABOUT A SOLDIER - FOX TROT,"GAY, NOEL","BECKER, R.D.",1933,,
MC,26,EAST OF SUEZ,"STREGOR, CAROL","ROBERTS, CHAS. J.",1933,Concert Band,
CS,28,OL' MAN RIVER,"KERN, JEROME & HAMMERSTEIN, OSCAR","STICKLES, WILLIAM",1933,,
SP,28,"SMOKE GETS IN YOUR EYES, WHEN YOUR HEART'S ON FIRE","KERN, JEROME","LINDEMANN, W.C.",1933,,
SP,55,YOU'RE A GRAND OLD FLAG,"COHAN, GEORGE M.",,1933,,
MC,64,KNIGHTSBRIDGE MARCH (IN TOWN TONIGHT),"COATES, ERIC","YODER, PAUL",1933,Concert Band,
SB,41,LET'S FALL IN LOVE,"ARLEN, HAROLD & KEOHLER TED","DEDRICK, RUSTY",1988,JAZZ ENSEMBLE,
SP,49,BLUE MOON,RODGERS & HART,"BENNETT, DAVE",1934,,
SP,105,DE MOLAY COMMANDERY,"HALL, R.B.","HILDRETH, R.E.",1934,,
LC,22,AMPARITO ROCO,"TESIDOR, JAMIE","WINTER, AUBREY",1935,Concert Band,
LC,56,DANCE OF THE BUFFOONS,"RIMSKY-KORSAKOFF, N.","SARTORIUS, HARVEY A.",1935,Concert Band,
M,105,AMERICAN MELODIES - SERIES II,,"YODER, PAUL",1935,,
M,105,DIXIE,"EMMETT, DAN D.","YODER, PAUL",1935,,
M,105,MY OLD KENTUCKY HOME,"FOSTER, STEPHEN C.","YODER, PAUL",1935,,
M,105,OLD FOLKS AT HOME,"FOSTER, STEPHEN C.","YODER, PAUL",1935,,
M,159,"FOOTLIFTER MARCH, THE","FILLMORE, HENRY",,1935,,
EN,162,Selections From Porgy and Bess,George Gershwin,Jack Gale,1935,BRASS QUINTET,
LC,429,COUNTRY BAND MARCH,"IVES, CHARLES","SINCLAIR, JAMES B.",1974,Concert Band,
SB,42,LITTLE GIRL BLUE,"RODGERS, RICHARD & HART, LORENZ","MANTOOTH, FRANK",1983,JAZZ ENSEMBLE,
CS,19,"LORD'S PRAYER, THE","MALOTTE, ALBERT HAY","DEIS, CARL",1936,,
CS,21,I SEE HIS BLOOD UPON THE ROSE,"ROBERTSON, HUGH S.",,1936,,
M,24,THUNDER AND BLAZES (ENTRY OF THE GLADIATORS),"FUCIK, JULIUS","SEREDY, J.S.",1936,,
MC,41,MARCH OF YOUTH CONCERT MARCH,"OLIVADOTI, J.",,1936,Concert Band,
LC,144,OVERTURE MILITAIRE,"SKORNICKA, JOSEPH",,1936,Concert Band,
SP,152,"OLD GREY MARE, THE",,"YODER, PAUL",1936,,
LC,188,SLAUGHTER ON TENTH AVENUE,"RODGERS, RICHARD","LANG,  PHILIP",1936,Concert Band,MISSING 1ST & 2ND FLUTE; 2ND OBOE; 2ND BASSOON; BASS SAX; 2ND CORNET; 1ST & 2ND TRUMPET; CHIMES; STRING BASS
LC,325,"CORONATION SCENE FROM OPERA ""BORIS GODOUNOW""","MOUSSORGSKY, M.","LEIDZEN, W.G.",1936,Concert Band,
M,33,"LITTLE GIANT MARCH, THE","MOON, H.","BARNES, WM. E.",1937,,
MC,43,MANITOU HEIGHTS CONCERT MARCH,"CHRISTIANSEN, F. MELIUS",,1937,Concert Band,
M,91,ON WISCONSIN!,"PURDY, W.T.","ALFORD, HARRY L.",1937,,
LC,94,HUNGARIAN COMEDY,"BELA, KELER","LAKE, MAYHEW L.",1937,Concert Band,
LC,96,LOHENGRIN (INTRO TO ACT III),"WAGNER, RICHARD",GEORGE DRUMM,1937,Concert Band,
M,101,R.O.T.C. VICTORY SONG,"LAKE, MAYHEW",,1937,,
LC,128,FAITH ETERNAL,"BUYS, PETER",,1937,Concert Band,
LC,146,OBERON,"WEBER, CARL MARIA von","LAKE, MAYHEW L.",1937,Concert Band,
M,153,FRENCH NATIONAL DEFILE MARCH,"TURLET, A.","SEREDY, J.S.",1937,,
LC,178,"RUSSIAN SAILOR'S DANCE (FROM ""THE RED POPPY"")","GLIERE, REINHOLD","LEIDZEN, ERIK W. G.",1937,Concert Band,
M,198,GLORIA MARCH,"LOSEY, F.H.","SEREDY, JULIUS S.",1937,,
M,212,SECOND CONNECTICUT REGIMENT MARCH,"REEVES, D.W.",,1937,,
M,218,JOYCE'S 71ST N.Y. REGIMENT MARCH,BOYER,LAKE,1937,,
LC,495,CROWN IMPERIAL,"WALTON, WILLIAM","DUTHOIT, W.J.",1937,Concert Band,
SB,12,CHEROKEE,"NOBLE, RAY","MANTOOTH, FRANK",1938,JAZZ ENSEMBLE,MISSING SCORE
SP,35,SOUTH RAMPART STREET PARADE,"BAUDUC, R. & HAGGART, BOB","YODER, PAUL",1938,,
M,56,MIAMI MARCH,"FILLMORE, HENRY",,1938,,
MC,57,POMP AND CIRCUMSTANCE MARCH NO.1 (LAND OF HOPE & G,"ELGAR, EDWARD","LUCKHARDT, H.F.",1938,Concert Band,
SB,60,PRELUDE TO A KISS,"ELLINGTON, MILLS & GORDON","DEDRICK, RUSTY",1938,JAZZ ENSEMBLE,
